Transaction_ID,Date,Customer_ID,Amount,Category,Payment_Method,Location
1433,2024-02-16,CUST125,258.0,Books,Cash,Miami
1434,2024-12-05,CUST378,213.14,Electronics,Credit Card,Chicago
1435,2024-04-18,CUST79,136.52,Groceries,Credit Card,Houston
1436,2024-11-24,CUST774,490.88,Books,PayPal,Houston
1437,2024-11-23,CUST108,315.92,Clothing,Credit Card,New York
1438,2024-11-01,CUST517,247.33,Groceries,Credit Card,New York
1439,2024-01-11,CUST785,58.5,Groceries,Cash,Chicago
1440,2024-01-26,CUST799,221.4,Books,Credit Card,New York
1441,2024-06-19,CUST334,160.01,Clothing,Credit Card,Los Angeles
1442,2024-05-04,CUST420,74.17,Groceries,Debit Card,Miami
1443,2024-03-05,CUST462,65.84,Groceries,Debit Card,New York
1444,2024-10-16,CUST169,381.26,Clothing,Cash,Chicago
1445,2024-04-15,CUST259,497.12,Books,Cash,Chicago
1446,2024-02-05,CUST213,25.31,Electronics,Debit Card,Houston
1447,2024-10-10,CUST519,39.79,Clothing,Credit Card,New York
1448,2024-04-16,CUST46,58.19,Groceries,PayPal,Los Angeles
1449,2024-10-27,CUST474,269.94,Clothing,Cash,New York
1450,2024-04-20,CUST28,68.07,Books,Cash,Miami
1451,2024-04-29,CUST75,52.47,Books,Cash,Los Angeles
1452,2024-06-17,CUST655,372.8,Books,Cash,Houston
1453,2024-03-16,CUST712,214.52,Clothing,Credit Card,Los Angeles
1454,2024-11-01,CUST692,24.77,Clothing,Credit Card,Chicago
1455,2024-01-02,CUST768,331.85,Groceries,PayPal,Miami
1456,2024-05-21,CUST473,34.64,Books,Cash,Houston
1457,2024-03-15,CUST391,60.16,Groceries,Debit Card,Chicago
1458,2024-03-07,CUST352,488.53,Books,Cash,Miami
1459,2024-10-03,CUST764,361.19,Groceries,Debit Card,Chicago
1460,2024-05-08,CUST409,145.67,Home,Credit Card,Houston
1461,2024-03-30,CUST877,124.14,Groceries,Credit Card,Los Angeles
1462,2024-02-26,CUST200,114.12,Groceries,PayPal,Los Angeles
1463,2024-12-04,CUST407,303.81,Books,Cash,Houston
1464,2024-01-14,CUST39,377.1,Home,Cash,Miami
1465,2024-03-08,CUST11,464.29,Groceries,PayPal,Miami
1466,2024-01-08,CUST257,180.01,Home,Cash,Houston
1467,2024-07-02,CUST118,122.0,Books,Credit Card,New York
1468,2024-05-01,CUST727,16.36,Home,Cash,Houston
1469,2024-10-28,CUST940,294.14,Groceries,Cash,Los Angeles
1470,2024-06-14,CUST140,382.36,Clothing,Debit Card,Los Angeles
1471,2024-01-09,CUST335,90.06,Clothing,PayPal,Houston
1472,2024-03-30,CUST687,483.37,Books,PayPal,Houston
1473,2024-05-15,CUST767,194.72,Home,Cash,Houston
1474,2024-01-27,CUST476,273.15,Books,Credit Card,New York
1475,2024-03-05,CUST497,13.63,Books,Debit Card,Houston
1476,2024-08-03,CUST473,84.4,Electronics,Debit Card,Los Angeles
1477,2024-09-26,CUST70,287.76,Electronics,Credit Card,Miami
1478,2024-02-28,CUST85,309.0,Books,PayPal,Chicago
1479,2024-02-02,CUST562,487.17,Groceries,Credit Card,New York
1480,2024-08-31,CUST673,405.73,Clothing,Debit Card,Los Angeles
1481,2024-08-17,CUST249,66.66,Books,PayPal,Houston
1482,2024-07-04,CUST731,126.87,Electronics,Cash,Miami
1483,2024-09-19,CUST973,206.17,Groceries,Debit Card,Miami
1484,2024-10-30,CUST449,124.8,Home,Cash,Miami
1485,2024-02-25,CUST144,306.76,Clothing,PayPal,New York
1486,2024-08-19,CUST483,446.48,Home,Debit Card,Houston
1487,2024-09-14,CUST841,459.22,Groceries,PayPal,Chicago
1488,2024-04-23,CUST286,143.34,Books,Credit Card,Houston
1489,2024-11-10,CUST862,6.57,Groceries,Credit Card,Chicago
1490,2024-01-23,CUST166,337.22,Home,Cash,New York
1491,2024-12-03,CUST175,220.42,Books,PayPal,Houston
1492,2024-09-23,CUST859,431.14,Electronics,Credit Card,Miami
1493,2024-06-03,CUST19,425.55,Clothing,Cash,Miami
1494,2024-08-22,CUST622,225.85,Electronics,Cash,Chicago
1495,2024-11-25,CUST103,119.93,Groceries,PayPal,Los Angeles
1496,2024-01-16,CUST182,424.4,Clothing,Cash,Houston
1497,2024-02-01,CUST302,207.22,Groceries,Cash,Houston
1498,2024-09-02,CUST128,224.85,Groceries,Debit Card,Los Angeles
1499,2024-07-24,CUST548,79.44,Groceries,PayPal,Los Angeles
1500,2024-08-06,CUST760,444.62,Clothing,Credit Card,Houston
1501,2024-12-17,CUST401,426.04,Home,Debit Card,Chicago
1502,2024-02-25,CUST173,376.59,Clothing,Credit Card,Houston
1503,2024-09-08,CUST80,16.4,Books,Cash,New York
1504,2024-12-30,CUST688,383.7,Electronics,Cash,Miami
1505,2024-08-15,CUST782,106.54,Home,PayPal,Chicago
1506,2024-02-07,CUST12,338.29,Groceries,Cash,Chicago
1507,2024-02-11,CUST694,221.14,Home,PayPal,Los Angeles
1508,2024-06-13,CUST280,438.2,Clothing,Cash,Chicago
1509,2024-11-07,CUST158,174.43,Books,Cash,Houston
1510,2024-03-16,CUST452,15.25,Books,Debit Card,Houston
1511,2024-02-03,CUST367,256.24,Clothing,PayPal,Houston
1512,2024-03-05,CUST183,197.01,Electronics,PayPal,Houston
1513,2024-05-20,CUST222,223.88,Clothing,PayPal,Miami
1514,2024-11-15,CUST732,106.71,Home,Debit Card,Chicago
1515,2024-11-20,CUST36,76.54,Electronics,Debit Card,Miami
1516,2024-10-26,CUST915,43.29,Books,PayPal,Los Angeles
1517,2024-10-07,CUST692,419.29,Groceries,Cash,Miami
1518,2024-12-30,CUST546,343.22,Books,Cash,Chicago
1519,2024-06-15,CUST222,88.35,Electronics,Credit Card,Chicago
1520,2024-07-14,CUST453,204.98,Clothing,Debit Card,Miami
1521,2024-11-01,CUST714,112.87,Clothing,PayPal,Los Angeles
1522,2024-09-28,CUST49,179.87,Clothing,Debit Card,Houston
1523,2024-05-30,CUST857,140.7,Books,Credit Card,New York
1524,2024-08-20,CUST651,358.89,Groceries,Credit Card,Miami
1525,2024-09-15,CUST831,449.73,Groceries,Debit Card,Miami
1526,2024-11-05,CUST536,192.82,Home,Credit Card,Los Angeles
1527,2024-08-08,CUST657,439.48,Electronics,Cash,Houston
1528,2024-02-20,CUST679,480.52,Books,PayPal,Chicago
1529,2024-12-25,CUST734,344.81,Books,Cash,Chicago
1530,2024-02-28,CUST676,283.84,Groceries,Credit Card,Miami
1531,2024-12-01,CUST919,324.51,Home,Debit Card,Miami
1532,2024-11-29,CUST106,37.02,Groceries,Cash,Los Angeles
1533,2024-10-09,CUST400,357.97,Clothing,Cash,Los Angeles
1534,2024-04-20,CUST707,15.83,Books,Credit Card,Miami
1535,2024-08-08,CUST316,287.97,Electronics,Credit Card,Houston
1536,2024-08-19,CUST455,182.96,Home,Cash,New York
1537,2024-04-26,CUST54,15.14,Books,Debit Card,Chicago
1538,2024-07-30,CUST613,220.96,Electronics,Debit Card,Los Angeles
1539,2024-06-22,CUST5,225.44,Groceries,PayPal,Chicago
1540,2024-08-20,CUST50,214.95,Electronics,Debit Card,Chicago
1541,2024-07-23,CUST791,221.49,Clothing,Credit Card,Chicago
1542,2024-07-31,CUST387,177.37,Clothing,Debit Card,New York
1543,2024-02-18,CUST786,138.22,Home,Credit Card,Los Angeles
1544,2024-06-09,CUST207,456.24,Home,Debit Card,Chicago
1545,2024-08-06,CUST952,133.63,Clothing,Cash,Houston
1546,2024-06-09,CUST256,83.26,Electronics,Debit Card,Houston
1547,2024-12-06,CUST384,113.47,Books,Credit Card,New York
1548,2024-05-10,CUST931,294.82,Groceries,PayPal,Los Angeles
1549,2024-07-10,CUST245,261.0,Home,Cash,New York
1550,2024-03-19,CUST205,267.81,Clothing,Debit Card,Houston
1551,2024-12-17,CUST94,101.88,Clothing,Cash,Miami
1552,2024-08-30,CUST17,22.97,Clothing,PayPal,Los Angeles
1553,2024-02-04,CUST432,193.81,Groceries,Debit Card,Miami
1554,2024-02-16,CUST29,28.75,Clothing,Debit Card,Chicago
1555,2024-02-13,CUST15,118.15,Electronics,PayPal,Miami
1556,2024-02-17,CUST346,355.02,Home,PayPal,Miami
1557,2024-08-09,CUST841,83.58,Books,Debit Card,Miami
1558,2024-02-19,CUST197,309.65,Books,Cash,New York
1559,2024-07-09,CUST697,278.65,Electronics,Debit Card,Houston
1560,2024-03-07,CUST686,128.94,Groceries,Credit Card,New York
1561,2024-10-11,CUST65,265.0,Groceries,Debit Card,New York
1562,2024-01-31,CUST226,131.3,Groceries,PayPal,Los Angeles
1563,2024-10-27,CUST982,78.77,Groceries,Cash,Houston
1564,2024-10-14,CUST904,75.11,Electronics,PayPal,Houston
1565,2024-10-14,CUST99,220.77,Groceries,Cash,Los Angeles
1566,2024-06-17,CUST817,436.15,Clothing,Credit Card,Los Angeles
1567,2024-12-09,CUST856,97.08,Groceries,Credit Card,Miami
1568,2024-03-03,CUST851,207.68,Clothing,Debit Card,Chicago
1569,2024-07-29,CUST681,87.48,Clothing,Debit Card,New York
1570,2024-06-30,CUST172,38.06,Home,Cash,Los Angeles
1571,2024-12-06,CUST742,436.55,Groceries,Debit Card,Miami
1572,2024-08-04,CUST172,312.37,Clothing,PayPal,New York
1573,2024-01-27,CUST46,288.44,Electronics,PayPal,Chicago
1574,2024-05-27,CUST426,392.63,Electronics,Credit Card,Los Angeles
1575,2024-11-03,CUST525,436.55,Electronics,Cash,Houston
1576,2024-06-08,CUST111,434.07,Clothing,Debit Card,Chicago
1577,2024-06-29,CUST836,371.84,Clothing,Debit Card,New York
1578,2024-02-23,CUST335,147.68,Electronics,Debit Card,Los Angeles
1579,2024-10-22,CUST331,237.77,Electronics,Debit Card,Houston
1580,2024-09-16,CUST576,214.52,Home,Debit Card,Miami
1581,2024-04-18,CUST642,88.12,Books,Credit Card,Miami
1582,2024-03-20,CUST195,13.5,Home,Cash,New York
1583,2024-12-02,CUST640,480.86,Books,Cash,Miami
1584,2024-09-03,CUST213,303.3,Clothing,Cash,Houston
1585,2024-04-24,CUST957,43.14,Groceries,PayPal,Chicago
1586,2024-02-25,CUST555,387.55,Books,Credit Card,Chicago
1587,2024-06-28,CUST405,138.18,Home,Debit Card,New York
1588,2024-10-11,CUST962,392.66,Clothing,PayPal,New York
1589,2024-07-07,CUST439,269.31,Clothing,Cash,Miami
1590,2024-02-28,CUST124,390.63,Clothing,PayPal,Houston
1591,2024-05-22,CUST238,278.95,Groceries,Credit Card,New York
1592,2024-10-20,CUST219,187.62,Groceries,PayPal,Miami
1593,2024-04-25,CUST109,93.57,Home,PayPal,Miami
1594,2024-08-07,CUST366,269.16,Groceries,Cash,Houston
1595,2024-10-14,CUST332,97.47,Electronics,Cash,New York
1596,2024-11-14,CUST178,394.52,Home,Cash,Houston
1597,2024-11-10,CUST16,166.11,Clothing,Credit Card,Miami
1598,2024-12-11,CUST412,90.04,Home,Cash,Los Angeles
1599,2024-11-25,CUST670,139.81,Home,PayPal,Miami
1600,2024-10-12,CUST324,407.59,Groceries,Debit Card,Los Angeles
1601,2024-01-14,CUST13,252.95,Groceries,Credit Card,New York
1602,2024-11-07,CUST399,447.94,Electronics,Debit Card,Los Angeles
1603,2024-12-02,CUST218,199.93,Clothing,PayPal,Los Angeles
1604,2024-12-21,CUST470,87.67,Groceries,Debit Card,Miami
1605,2024-05-16,CUST226,237.19,Electronics,PayPal,Chicago
1606,2024-01-15,CUST68,424.04,Books,PayPal,New York
1607,2024-04-02,CUST674,124.75,Books,Debit Card,Los Angeles
1608,2024-05-19,CUST835,306.44,Home,PayPal,Houston
1609,2024-12-25,CUST286,186.76,Books,Debit Card,Chicago
1610,2024-06-07,CUST666,392.66,Groceries,Credit Card,Miami
1611,2024-06-22,CUST639,233.89,Home,Credit Card,Chicago
1612,2024-06-28,CUST378,230.2,Clothing,PayPal,Los Angeles
1613,2024-01-04,CUST45,356.55,Electronics,Cash,Chicago
1614,2024-04-02,CUST69,358.15,Home,PayPal,New York
1615,2024-03-14,CUST907,85.23,Books,Credit Card,New York
1616,2024-10-16,CUST224,304.98,Groceries,Debit Card,Houston
1617,2024-12-02,CUST421,25.93,Books,Cash,Chicago
1618,2024-07-24,CUST309,491.51,Home,Debit Card,Houston
1619,2024-02-05,CUST786,72.27,Electronics,Credit Card,Chicago
1620,2024-03-13,CUST614,147.17,Electronics,PayPal,Chicago
1621,2024-11-20,CUST512,266.8,Clothing,Credit Card,Chicago
1622,2024-01-16,CUST105,247.53,Clothing,Debit Card,Houston
1623,2024-02-16,CUST730,378.36,Books,Cash,Chicago
1624,2024-09-28,CUST550,277.41,Home,PayPal,Miami
1625,2024-04-20,CUST811,364.49,Books,Cash,Houston
1626,2024-07-11,CUST945,444.95,Electronics,PayPal,Los Angeles
1627,2024-08-02,CUST871,235.98,Home,Cash,Los Angeles
1628,2024-08-20,CUST583,325.44,Clothing,Debit Card,Miami
1629,2024-06-23,CUST176,262.23,Books,PayPal,New York
1630,2024-03-21,CUST258,394.26,Electronics,Debit Card,New York
1631,2024-07-08,CUST983,290.85,Electronics,Debit Card,Houston
1632,2024-06-08,CUST98,419.63,Electronics,Credit Card,New York
1633,2024-06-15,CUST615,205.57,Electronics,Cash,Chicago
1634,2024-10-17,CUST333,129.46,Books,Cash,Houston
1635,2024-11-01,CUST647,468.75,Books,Cash,New York
1636,2024-02-13,CUST714,87.61,Groceries,Credit Card,Chicago
1637,2024-01-27,CUST398,429.67,Electronics,PayPal,Chicago
1638,2024-03-20,CUST695,67.49,Groceries,PayPal,Houston
1639,2024-03-21,CUST947,23.03,Books,Credit Card,Los Angeles
1640,2024-11-12,CUST996,41.34,Home,Cash,Miami
1641,2024-01-26,CUST790,497.38,Electronics,PayPal,Chicago
1642,2024-12-11,CUST711,421.76,Home,Debit Card,New York
1643,2024-02-11,CUST137,62.19,Electronics,PayPal,New York
1644,2024-05-19,CUST341,452.56,Clothing,PayPal,Miami
1645,2024-08-14,CUST180,194.37,Home,Credit Card,Houston
1646,2024-12-04,CUST651,153.26,Home,Credit Card,New York
1647,2024-08-05,CUST780,16.82,Home,Credit Card,New York
1648,2024-09-05,CUST906,246.17,Electronics,Credit Card,Houston
1649,2024-11-06,CUST705,376.4,Books,PayPal,Houston
1650,2024-08-14,CUST326,111.71,Books,Debit Card,New York
1651,2024-07-31,CUST872,388.66,Electronics,Cash,Houston
1652,2024-05-19,CUST683,376.42,Electronics,Cash,New York
1653,2024-04-20,CUST494,227.72,Books,PayPal,Chicago
1654,2024-09-19,CUST70,297.26,Electronics,Debit Card,Los Angeles
1655,2024-02-28,CUST344,380.58,Books,PayPal,New York
1656,2024-06-25,CUST19,74.22,Clothing,PayPal,Houston
1657,2024-08-08,CUST624,397.91,Electronics,Debit Card,Houston
1658,2024-02-26,CUST934,201.2,Books,Credit Card,Houston
1659,2024-05-25,CUST600,75.45,Groceries,Credit Card,New York
1660,2024-12-13,CUST460,450.75,Groceries,Credit Card,Los Angeles
1661,2024-12-13,CUST392,452.31,Home,Credit Card,Chicago
1662,2024-10-30,CUST524,130.2,Books,Cash,Chicago
1663,2024-09-06,CUST656,202.62,Electronics,Credit Card,Chicago
1664,2024-09-26,CUST760,357.88,Clothing,Debit Card,Houston
1665,2024-12-07,CUST239,188.93,Books,Debit Card,Miami
1666,2024-06-06,CUST516,106.32,Clothing,Debit Card,Houston
1667,2024-01-24,CUST602,69.55,Home,PayPal,Miami
1668,2024-04-22,CUST722,480.01,Electronics,Cash,New York
1669,2024-07-21,CUST14,126.46,Books,PayPal,Miami
1670,2024-11-02,CUST239,77.04,Home,Debit Card,New York
1671,2024-01-29,CUST22,321.81,Clothing,PayPal,Chicago
1672,2024-01-04,CUST632,55.14,Groceries,Credit Card,Los Angeles
1673,2024-04-14,CUST778,190.15,Books,Credit Card,Los Angeles
1674,2024-06-03,CUST919,178.52,Groceries,Credit Card,Houston
1675,2024-04-18,CUST128,455.15,Books,PayPal,Miami
1676,2024-03-11,CUST317,444.09,Books,Cash,Houston
1677,2024-05-10,CUST243,436.7,Home,Credit Card,Chicago
1678,2024-05-28,CUST756,43.67,Electronics,Debit Card,Houston
1679,2024-06-16,CUST439,150.51,Clothing,PayPal,Chicago
1680,2024-03-02,CUST776,411.44,Electronics,Cash,Chicago
1681,2024-01-04,CUST250,278.05,Home,PayPal,Chicago
1682,2024-09-11,CUST635,25.06,Electronics,Cash,Houston
1683,2024-08-08,CUST82,490.77,Electronics,Credit Card,New York
1684,2024-03-30,CUST62,424.35,Groceries,Credit Card,Houston
1685,2024-03-07,CUST141,38.54,Home,Cash,Miami
1686,2024-07-13,CUST384,169.07,Books,PayPal,Los Angeles
1687,2024-09-29,CUST511,158.62,Groceries,Debit Card,Chicago
1688,2024-12-26,CUST304,255.83,Books,Cash,Los Angeles
1689,2024-04-27,CUST207,10.47,Groceries,Debit Card,Houston
1690,2024-09-13,CUST156,55.14,Electronics,PayPal,New York
1691,2024-10-13,CUST385,373.45,Groceries,PayPal,Chicago
1692,2024-12-08,CUST210,282.99,Groceries,PayPal,Los Angeles
1693,2024-06-30,CUST658,34.64,Home,PayPal,Los Angeles
1694,2024-02-06,CUST39,257.21,Books,Cash,Miami
1695,2024-07-22,CUST244,317.18,Electronics,Debit Card,Miami
1696,2024-01-22,CUST946,188.78,Electronics,Credit Card,Los Angeles
1697,2024-08-11,CUST743,226.94,Home,Debit Card,Chicago
1698,2024-01-10,CUST613,170.35,Electronics,Credit Card,Miami
1699,2024-08-23,CUST969,308.4,Clothing,Debit Card,Miami
1700,2024-02-09,CUST455,176.73,Groceries,PayPal,Houston
1701,2024-06-09,CUST757,166.64,Electronics,PayPal,Miami
1702,2024-10-21,CUST899,187.14,Groceries,Cash,Houston
1703,2024-08-07,CUST337,401.61,Home,Debit Card,Houston
1704,2024-10-20,CUST138,294.88,Home,Debit Card,New York
1705,2024-07-26,CUST285,442.35,Home,Debit Card,Miami
1706,2024-12-29,CUST326,380.45,Clothing,PayPal,New York
1707,2024-11-23,CUST660,219.54,Groceries,Credit Card,Miami
1708,2024-08-01,CUST806,259.42,Electronics,Cash,Houston
1709,2024-05-28,CUST779,334.83,Groceries,Credit Card,Chicago
1710,2024-02-28,CUST41,276.25,Electronics,Cash,Miami
1711,2024-07-26,CUST534,375.72,Electronics,Debit Card,Miami
1712,2024-01-11,CUST811,255.44,Books,PayPal,New York
1713,2024-06-15,CUST425,499.33,Home,Debit Card,Chicago
1714,2024-03-28,CUST664,80.9,Groceries,PayPal,New York
1715,2024-11-12,CUST833,413.23,Groceries,Cash,Chicago
1716,2024-08-23,CUST296,168.43,Home,Cash,New York
1717,2024-12-19,CUST769,358.56,Groceries,Credit Card,Los Angeles
1718,2024-07-04,CUST25,367.07,Electronics,PayPal,Houston
1719,2024-02-15,CUST235,319.43,Electronics,PayPal,Los Angeles
1720,2024-08-11,CUST868,76.26,Home,Cash,Chicago
1721,2024-02-24,CUST751,382.24,Home,Credit Card,Miami
1722,2024-05-04,CUST340,102.19,Groceries,Credit Card,Houston
1723,2024-08-11,CUST351,310.35,Groceries,Cash,Chicago
1724,2024-10-28,CUST249,141.5,Groceries,Credit Card,Chicago
1725,2024-07-24,CUST211,114.02,Books,Debit Card,New York
1726,2024-09-25,CUST553,26.79,Home,Credit Card,Los Angeles
1727,2024-02-10,CUST56,11.0,Home,Credit Card,Houston
1728,2024-07-21,CUST929,70.81,Clothing,Cash,New York
1729,2024-06-07,CUST940,212.1,Clothing,PayPal,Miami
1730,2024-06-22,CUST681,100.86,Clothing,Credit Card,Los Angeles
1731,2024-04-23,CUST255,400.74,Groceries,Cash,Houston
1732,2024-06-19,CUST821,442.17,Electronics,Debit Card,Miami
1733,2024-03-27,CUST704,216.32,Groceries,PayPal,New York
1734,2024-02-09,CUST713,286.25,Electronics,Debit Card,Los Angeles
1735,2024-09-18,CUST737,495.26,Books,Credit Card,Los Angeles
1736,2024-11-20,CUST228,109.25,Electronics,PayPal,Miami
1737,2024-02-28,CUST623,495.56,Books,Credit Card,Los Angeles
1738,2024-09-28,CUST894,85.88,Home,Debit Card,New York
1739,2024-09-18,CUST391,23.54,Clothing,Credit Card,Miami
1740,2024-04-09,CUST534,364.98,Books,Debit Card,Chicago
1741,2024-06-27,CUST330,394.57,Clothing,Debit Card,Chicago
1742,2024-06-28,CUST188,113.45,Books,PayPal,Los Angeles
1743,2024-11-26,CUST453,457.99,Books,Credit Card,New York
1744,2024-03-16,CUST645,86.97,Home,Cash,Los Angeles
1745,2024-04-30,CUST7,337.94,Electronics,PayPal,New York
1746,2024-02-22,CUST67,61.55,Home,Cash,Los Angeles
1747,2024-03-15,CUST891,336.36,Books,Credit Card,Chicago
1748,2024-05-11,CUST504,406.79,Groceries,Cash,Chicago
1749,2024-04-11,CUST72,174.65,Books,Credit Card,Chicago
1750,2024-03-29,CUST977,365.32,Groceries,PayPal,Houston
1751,2024-11-04,CUST198,189.2,Clothing,Cash,Miami
1752,2024-03-19,CUST54,237.12,Home,PayPal,Miami
1753,2024-12-01,CUST650,478.48,Books,Credit Card,Miami
1754,2024-02-08,CUST145,290.64,Clothing,PayPal,New York
1755,2024-03-31,CUST961,276.22,Books,PayPal,New York
1756,2024-11-17,CUST210,451.16,Clothing,Credit Card,Houston
1757,2024-09-09,CUST129,372.35,Clothing,Debit Card,Los Angeles
1758,2024-08-25,CUST94,317.6,Home,Debit Card,Chicago
1759,2024-10-15,CUST178,166.63,Home,Debit Card,Houston
1760,2024-10-23,CUST607,82.02,Home,Cash,Houston
1761,2024-08-17,CUST563,342.57,Clothing,Cash,Miami
1762,2024-12-14,CUST852,359.7,Books,PayPal,Houston
1763,2024-10-16,CUST815,262.42,Clothing,Credit Card,Los Angeles
1764,2024-11-25,CUST955,143.09,Groceries,Debit Card,Los Angeles
1765,2024-11-21,CUST210,298.96,Groceries,PayPal,New York
1766,2024-11-15,CUST242,448.81,Clothing,Credit Card,Houston
1767,2024-06-14,CUST520,116.97,Electronics,PayPal,Los Angeles
1768,2024-11-17,CUST81,16.0,Groceries,Cash,Houston
1769,2024-06-10,CUST437,244.28,Groceries,PayPal,Chicago
1770,2024-03-18,CUST743,167.44,Books,Credit Card,Houston
1771,2024-08-13,CUST479,256.87,Home,Cash,Miami
1772,2024-02-04,CUST319,251.94,Electronics,Credit Card,Los Angeles
1773,2024-08-28,CUST169,363.52,Electronics,PayPal,Houston
1774,2024-08-14,CUST739,205.33,Books,Cash,New York
1775,2024-11-19,CUST203,476.29,Home,Debit Card,Chicago
1776,2024-06-04,CUST251,153.67,Books,Credit Card,New York
1777,2024-05-20,CUST435,432.25,Groceries,PayPal,New York
1778,2024-10-29,CUST181,57.72,Groceries,Debit Card,Chicago
1779,2024-01-29,CUST621,78.25,Home,PayPal,New York
1780,2024-06-29,CUST255,115.69,Groceries,Debit Card,Los Angeles
1781,2024-09-16,CUST311,392.82,Home,Debit Card,Houston
1782,2024-02-07,CUST293,440.97,Clothing,Credit Card,Houston
1783,2024-06-07,CUST591,128.13,Electronics,Credit Card,Houston
1784,2024-08-24,CUST460,453.06,Clothing,Credit Card,Houston
1785,2024-08-19,CUST991,463.4,Electronics,PayPal,Houston
1786,2024-01-20,CUST651,350.2,Clothing,Debit Card,Houston
1787,2024-01-30,CUST207,255.39,Home,PayPal,Miami
1788,2024-07-07,CUST279,209.26,Books,Credit Card,Chicago
1789,2024-05-26,CUST884,202.93,Clothing,PayPal,Miami
1790,2024-02-09,CUST801,285.45,Clothing,Credit Card,Los Angeles
1791,2024-11-26,CUST493,153.05,Groceries,PayPal,Los Angeles
1792,2024-02-16,CUST82,125.03,Clothing,Credit Card,Los Angeles
1793,2024-11-10,CUST974,313.41,Groceries,Credit Card,Chicago
1794,2024-10-31,CUST996,474.5,Groceries,Debit Card,Miami
1795,2024-09-16,CUST369,333.13,Groceries,PayPal,Houston
1796,2024-07-15,CUST408,388.61,Home,Cash,Houston
1797,2024-08-24,CUST387,463.43,Home,Debit Card,Los Angeles
1798,2024-10-24,CUST172,33.17,Clothing,Credit Card,Houston
1799,2024-10-10,CUST483,205.93,Books,PayPal,New York
1800,2024-01-22,CUST452,218.92,Books,Debit Card,Miami
1801,2024-08-18,CUST433,210.04,Electronics,Cash,Houston
1802,2024-10-19,CUST518,489.29,Books,PayPal,Houston
1803,2024-11-29,CUST625,170.22,Electronics,Debit Card,Chicago
1804,2024-04-06,CUST753,188.34,Clothing,Credit Card,Chicago
1805,2024-06-13,CUST444,157.46,Books,Credit Card,Houston
1806,2024-11-05,CUST779,245.83,Clothing,Debit Card,Miami
1807,2024-08-31,CUST160,498.91,Home,Credit Card,New York
1808,2024-09-13,CUST840,464.28,Books,Credit Card,Los Angeles
1809,2024-03-18,CUST977,201.19,Books,Cash,New York
1810,2024-02-01,CUST813,110.94,Groceries,PayPal,Miami
1811,2024-08-18,CUST494,217.9,Electronics,Credit Card,Chicago
1812,2024-02-22,CUST21,121.38,Clothing,Debit Card,Chicago
1813,2024-06-24,CUST781,125.4,Electronics,Credit Card,Chicago
1814,2024-02-13,CUST391,403.24,Home,PayPal,New York
1815,2024-09-15,CUST438,171.38,Groceries,PayPal,Los Angeles
1816,2024-11-26,CUST875,301.0,Clothing,Cash,Miami
1817,2024-03-29,CUST86,298.76,Electronics,Cash,Miami
1818,2024-01-21,CUST778,427.33,Home,Cash,Chicago
1819,2024-05-06,CUST929,54.83,Home,PayPal,Chicago
1820,2024-12-28,CUST944,45.74,Groceries,PayPal,Los Angeles
1821,2024-08-12,CUST308,370.03,Clothing,Credit Card,Miami
1822,2024-08-12,CUST610,79.27,Electronics,Debit Card,Miami
1823,2024-09-25,CUST551,217.13,Groceries,Cash,Los Angeles
1824,2024-09-24,CUST157,448.81,Clothing,Debit Card,Houston
1825,2024-11-08,CUST567,467.52,Home,Credit Card,Miami
1826,2024-03-22,CUST745,397.83,Clothing,Debit Card,Houston
1827,2024-07-05,CUST180,350.2,Groceries,Cash,Houston
1828,2024-07-09,CUST264,80.18,Groceries,Cash,Miami
1829,2024-05-24,CUST390,30.42,Groceries,PayPal,Chicago
1830,2024-07-17,CUST475,238.25,Groceries,Credit Card,New York
1831,2024-07-28,CUST314,21.18,Electronics,Cash,Los Angeles
1832,2024-06-22,CUST465,149.25,Electronics,PayPal,Houston
1833,2024-12-13,CUST291,422.57,Home,PayPal,Houston
1834,2024-11-02,CUST385,340.98,Books,Credit Card,Houston
1835,2024-01-27,CUST576,459.45,Clothing,PayPal,Chicago
1836,2024-11-19,CUST621,351.49,Books,Debit Card,Miami
1837,2024-11-27,CUST493,334.7,Clothing,Debit Card,Miami
1838,2024-06-20,CUST74,48.32,Groceries,Credit Card,Houston
1839,2024-02-03,CUST342,86.78,Home,Credit Card,Miami
1840,2024-06-17,CUST140,158.33,Groceries,Credit Card,Miami
1841,2024-02-18,CUST733,54.49,Clothing,Credit Card,Miami
1842,2024-10-12,CUST481,498.18,Electronics,Debit Card,Houston
1843,2024-12-13,CUST201,45.76,Home,Credit Card,Miami
1844,2024-07-16,CUST159,24.56,Electronics,PayPal,New York
1845,2024-05-25,CUST939,5.11,Electronics,Debit Card,Miami
1846,2024-05-09,CUST195,461.66,Groceries,Debit Card,Houston
1847,2024-12-02,CUST5,395.82,Electronics,Credit Card,Miami
1848,2024-11-04,CUST14,449.04,Clothing,PayPal,Houston
1849,2024-03-17,CUST883,412.97,Electronics,Cash,Los Angeles
1850,2024-06-19,CUST513,247.73,Electronics,Debit Card,Miami
1851,2024-02-11,CUST748,137.33,Clothing,Debit Card,New York
1852,2024-10-25,CUST743,149.26,Books,PayPal,Chicago
1853,2024-12-05,CUST384,419.24,Clothing,Debit Card,New York
1854,2024-03-13,CUST504,40.48,Clothing,PayPal,Miami
